'Приложение № 1'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
'Общие характеристики многоквартирных домов (МКД), '|||||||||||||||||||||||||||||||||||||
'"находящихся в управлении ООО ""ЖКС №№ 1-4"", ОАО ""РСУ Приморского района"""'|||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||
'"Графы ""1""-""10"" заполнять по всем многоквартирным домам района"'|||||||||||||||||||||||||||||||||||||
'№ п/п'|'Адрес МКД'|||||||||' Технические характеристики МКД'||||||||||||||||||||||'Количество общедомовых приборов учета энергоресурсов на вводах, шт.'|||||'Примечание'
|'Район'|'муниципальное образование'|'Улица'|'Номер'|'Номер корпуса'|'Номер строения'|'Код дома БТИ'|'Форма управления МКД'|'Категория дома: ведомственный / общежитие / гостиничного типа'|'Тип дома'|'Серия дома'|'Год постройки'|'Тип стен'|'"Количество этажей (при разной этажности указать через ""/"", начиная с 1-го подъезда)"'|'"Кол-во подземных этажей (при разной этажности указать через ""/"", начиная с 1-го подъезда)"'|'Количество подъездов'|'Количество квартир'|'Общая площадь дома'|'Общая отапливаемая площадь дома'|'Площадь жилых помещений'|'Площадь  нежилых помещений (за искл. мест общего пользования)'|'Электоэнергия (да/нет)'|'"ХВС'||||||||||||||
'(да/нет)"'|'"ГВС'||||||||||||||||||||||||||||||||||||
'(да/нет)"'|'Водоотведение (да/нет)'|'Отопление (да/нет)'|'Газоснабжение (да/нет)'|'Оснащение газ. колонками (да/нет)'|'"Оснащение газ.плитами'||||||||||||||||||||||||||||||||
'(да/нет)"'|'"Оснащение электроплитами'||||||||||||||||||||||||||||||||||||
'(да/нет)"'|'Кол-во лифтов дома, шт.'|'Электроэнергия'|'ХВС'|'ГВС'|'Тепловая энергия'|'Газ'|||||||||||||||||||||||||||||||
1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38
59|'Приморский '|'Муниципальный округ № 65'|'Савушкина'|137|2||34159|'ООО ЖКС №1'||'Другое'|'индивидуальный'|1993|'Кирпичные'|17|0|1|89|5140,1|5140,1|4606,3|533,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|0|1|1|0|
60|'Приморский '|'Муниципальный округ № 65'|'Савушкина'|137|3||34160|'ООО ЖКС №1'||'Панельный'|137|1991|'Панельные'|12|0|3|177|9188,5|9188,5|9039,2|149,3|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|3|3|3|2|0|
61|'Приморский '|'Муниципальный округ № 65'|'Савушкина'|145|||34161|'ООО ЖКС №1'||'Панельный'|'другое'|1991|'Панельные'|'6/10'|0|10|365|20810,8|20810,8|20577|233,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|4|3|0|4|0|
62|'Приморский '|'Муниципальный округ № 65'|'Ситцевая'|3|3||34162|'ООО ЖКС №1'||'Панельный'|'другое'|1996|'Панельные'|'6/10'|0|6|191|11019,2|11019,2|10924,2|95|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|3|6|2|0|
63|'Приморский '|'Муниципальный округ № 65'|'Ситцевая'|5|1||34163|'ООО ЖКС №1'||'Панельный'|'другое'|1996|'Панельные'|'4/6/10'|0|5|143|8435,2|8435,2|8278|157,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|3|5|5|0|
64|'Приморский '|'Муниципальный округ № 65'|'Ситцевая'|11|2||34164|'ООО ЖКС №1'||'Панельный'|'другое'|1991|'Панельные'|10|0|6|249|13395,9|13395,9|13036,4|359,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|3|1|2|0|
65|'Приморский '|'Муниципальный округ № 65'|'Ситцевая'|17|2||34165|'ООО ЖКС №1'||'Панельный'|'другое'|1991|'Панельные'|10|0|5|209|11055,8|11055,8|10908,6|147,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|5|3|2|1|2|0|
66|'Приморский '|'Муниципальный округ № 65'|'Стародеревенская'|20|2||34166|'ООО ЖКС №1'||'Панельный'|137|1990|'Панельные'|12|0|3|177|11085,1|11085,1|10948,9|136,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|3|3|3|2|0|
67|'Приморский '|'Муниципальный округ № 65'|'Стародеревенская'|30|||34167|'ООО ЖКС №1'||'Панельный'|'другое'|1990|'Панельные'|10|0|5|219|11313,7|11313,7|11134,7|179|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|5|3|2|0|2|0|
68|'Приморский '|'Муниципальный округ № 65'|'Туристская'|6|3||34168|'ООО ЖКС №1'||'Панельный'|137|1993|'Панельные'|17|0|2|167|9270,8|9270,8|9100,9|169,9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|3|2|1|2|0|
69|'Приморский '|'Муниципальный округ № 65'|'Туристская'|11|2||34169|'ООО ЖКС №1'||'Панельный'|'другое'|2009|'Панельные'|25|0|3|348|23736,5|23736,5|23262,7|473,8|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|12|5|3|0|1|0|
70|'Приморский '|'Муниципальный округ № 65'|'Туристская'|12|||34170|'ООО ЖКС №1'||'Панельный'|137|1992|'Панельные'|17|0|3|251|13560,9|13560,9|13375,8|185,1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|1|3|1|3|0|
71|'Приморский '|'Муниципальный округ № 65'|'Туристская'|13|1||34171|'ООО ЖКС №1'||'Панельный'|'другое'|2009|'Панельные'|17|0|3|269|19328,1|19328,1|18969,2|358,9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|6|3|0|1|0|
72|'Приморский '|'Муниципальный округ № 65'|'Туристская'|15|2||34172|'ООО ЖКС №1'||'Панельный'|'другое'|2009|'Панельные'|25|0|3|262|23679,3|23679,3|23238,1|441,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|12|5|3|0|1|0|
73|'Приморский '|'Муниципальный округ № 65'|'Туристская'|38|2||34173|'ООО ЖКС №1'||'Панельный'|'индивидуальный'|2006|'Панельные'|9|0|2|72|5271,8|5271,8|5160,1|111,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|3|2|1|1|0|
74|'Приморский '|'Муниципальный округ № 65'|'Школьная'|90|3||34174|'ООО ЖКС №1'||'Панельный'|'другое'|1996|'Панельные'|10|0|2|79|4821,2|4821,2|4750,2|71|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|2|2|2|1|0|
75|'Приморский '|'Муниципальный округ № 65'|'Школьная'|110|1||34175|'ООО ЖКС №1'||'Панельный'|137|1991|'Панельные'|12|0|2|118|6072,4|6072,4|5984,5|87,9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|3|2|2|1|0|
76|'Приморский '|'Муниципальный округ № 65'|'Школьная'|114|2||34176|'ООО ЖКС №1'||'Панельный'|137|1990|'Панельные'|'12/17'|0|7|488|25232|25232|24966,6|265,4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|14|8|4|0|5|0|
77|'Приморский '|'Муниципальный округ № 65'|'Школьная'|120|1||34177|'ООО ЖКС №1'||'Панельный'|137|1991|'Панельные'|12|0|2|118|6116,2|6116,2|6008,3|107,9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|3|2|1|0|
78|'Приморский '|'Муниципальный округ № 65'|'Школьная'|124|||34178|'ООО ЖКС №1'||'Панельный'|137|1992|'Панельные'|12|0|3|177|9251,2|9251,2|9058,8|192,4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|2|3|0|3|0|
79|'Приморский '|'Муниципальный округ № 65'|'Школьная'|126|1||34179|'ООО ЖКС №1'||'Панельный'|'другое'|1991|'Панельные'|10|0|3|118|7019,9|7019,9|6923,7|96,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|2|2|3|1|0|
80|'Приморский '|'Муниципальный округ № 65'|'Яхтенная'|2|1||34180|'ООО ЖКС №1'||'Панельный'|'другое'|1990|'Панельные'|'6/10'|0|10|366|19913,8|19913,8|19704,9|208,9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|10|2|5|1|3|0|
81|'Приморский '|'Муниципальный округ № 65'|'Яхтенная'|6|1||34181|'ООО ЖКС №1'||'Панельный'|137|1989|'Панельные'|12|0|3|321|16550,5|16550,5|16385|165,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|4|3|3|2|0|
82|'Приморский '|'Муниципальный округ № 65'|'Яхтенная'|9|2||34182|'ООО ЖКС №1'||'Панельный'|137|1990|'Панельные'|12|0|3|177|9221,3|9221,3|9096,8|124,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|3|3|3|2|0|
83|'Приморский '|'Муниципальный округ № 65'|'Яхтенная'|9|3||34183|'ООО ЖКС №1'||'Другое'|137|1992|'Кирпичные'|'14/16'|0|1|83|4618|4618|4283,9|334,1|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|3|2|1|1|0|
84|'Приморский '|'Муниципальный округ № 65'|'Яхтенная'|10|3||34184|'ООО ЖКС №1'||'Панельный'|137|1991|'Панельные'|12|0|3|236|12171,9|12171,9|11994,2|177,7|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|3|3|3|2|0|
85|'Приморский '|'Муниципальный округ № 65'|'Яхтенная'|10|4||34185|'ООО ЖКС №1'||'Другое'|'индивидуальный'|1992|'Кирпичные'|'12/14'|0|1|72|4150,6|4150,6|3694,4|456,2|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|3|0|1|1|0|
86|'Приморский '|'Муниципальный округ № 65'|'Яхтенная'|12|1||34186|'ООО ЖКС №1'||'Панельный'|137|1990|'Панельные'|12|0|4|356|18130,2|18130,2|17962,8|167,4|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|8|3|2|0|2|0|
87|'Приморский '|'Муниципальный округ № 65'|'Яхтенная'|22|2||34187|'ООО ЖКС №1'||'Панельный'|'другое'|2009|'Панельные'|17|0|3|276|19409,4|19409,4|19028,5|380,9|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|6|4|0|1|0|
88|'Приморский '|'Муниципальный округ № 65'|'Яхтенная'|29|||34188|'ООО ЖКС №1'||'Панельный'|'другое'|1999|'Панельные'|10|0|2|79|5452,2|5452,2|5323,7|128,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|3|2|2|1|0|
89|'Приморский '|'Муниципальный округ № 65'|'Яхтенная'|31|||34189|'ООО ЖКС №1'||'Панельный'|137|1994|'Панельные'|17|0|2|167|9222,7|9222,7|9093,7|129|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|4|2|3|2|2|0|
90|'Приморский '|'Муниципальный округ № 65'|'Яхтенная'|37|||34190|'ООО ЖКС №1'||'Панельный'|137|1994|'Панельные'|12|0|3|176|9581,9|9581,9|9420,4|161,5|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|6|3|2|3|3|0|
91|'Приморский '|'"МО МО ""Черная речка"""'|'Белоостровская ул. '|23|||3421|'ООО ЖКС №2'||'инд.'|'инд.'|1905|'кирпичные'|5|0|2|15|1148,8|1148,8|697,6|290,2|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
92|'Приморский '|'"МО МО ""Черная речка"""'|'Белоостровская ул. '|25|||3422|'ООО ЖКС №2'||'инд.'|'инд.'|1910|'кирпичные'|6|0|2|31|2252,4|2252,4|1860,4|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|1|0|0|0|0|
93|'Приморский '|'"МО МО ""Черная речка"""'|'Белоостровская ул. '|27|||3423|'ООО ЖКС №2'||'инд.'|'инд.'|1937|'кирпичные'|5|0|8|71|6156,2|6156,2|4961,1|284,1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|6|0|1|1|1|0|
94|'Приморский '|'"МО МО ""Черная речка"""'|'Белоостровская ул. '|33|||3424|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1963|'кирпичные'|5|0|4|80|3779,3|3779,3|3472,3|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|1|1|0|
95|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|11|||3425|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'кирпичные'|2|0|0|16|1295|1295|1240|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
96|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|12|||3426|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'шлакоблочные'|2|0|4|16|933|933|849|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|0|0|
97|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|13|||3427|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'кирпичные'|2|0|0|8|561|561|519|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
98|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|14|||3428|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'кирпичные'|2|0|0|6|682,4|682,4|508,7|131,7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
99|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|15|||3429|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'кирпичные'|2|0|2|14|679,1|679,1|511,5|65,6|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
100|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|16|||34210|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|0|8|542,9|542,9|542,9|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|0|0|
101|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|17|||34211|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|0|8|729,2|729,2|699,2|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
102|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|'18/11'|||34212|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|0|8|555,4|555,4|382|161,4|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|0|0|0|0|
103|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|19|||34213|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|0|8|555|555|514|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
104|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|20|||34214|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|0|6|662,7|662,7|493,7|137|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|0|0|0|0|
105|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|21|1||34215|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|2|0|0|8|581|581|509|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
106|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|21|2||34216|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|0|8|586|586|514|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
107|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|23|||34217|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|2|0|2|14|889,9|889,9|763,9|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
108|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|24|||34218|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|0|8|542,2|542,2|542,2|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|0|1|0|0|0|
109|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|25|||34219|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|2|0|0|16|1362|1362|1286|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
110|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|27|||34220|'ООО ЖКС №2'||'инд.'|'инд.'|1948|'кирпичные'|2|0|0|12|1162|1162|1162|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
111|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|'27А'|||34221|'ООО ЖКС №2'||'инд.'|'инд.'|1948|'кирпичные'|2|0|2|14|842|842|751|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
112|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|29|||34222|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|0|16|1136|1136|1045|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
113|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|3|||34223|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|2|14|814,4|814,4|726,4|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
114|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|31|||34224|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'шлакоблочные'|2|0|2|14|855|855|767|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
115|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|33|||34225|'ООО ЖКС №2'||'инд.'|'инд.'|1961|'кирпичные'|4|0|2|32|1400|1400|1278|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0|
116|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|'35/7'|||34226|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'шлакоблочные'|2|0|0|12|737|737|701|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0|
117|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|37|||34227|'ООО ЖКС №2'||'инд.'|'инд.'|1986|'кирпичные'|'8/12'|0|14|614|43085,5|43085,5|34036,4|2731,1|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|18|1|8|11|11|0|
118|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|39|||34228|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1963|'кирпичные'|5|0|4|80|3784|3784|3405|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0|
119|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|4|||34229|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|3|0|0|8|546|546|546|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
120|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|43|||34230|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1964|'кирпичные'|5|0|3|60|2759,9|2759,9|2467,9|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0|
121|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|47|||34231|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1964|'кирпичные'|5|0|3|60|2829,5|2829,5|2474,5|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0|
122|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|49|||34232|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1965|'кирпичные'|5|0|3|60|2900,4|2900,4|2544,4|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0|
123|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|5|1||34233|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|0|8|559|559|517|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
124|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|5|2||34234|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'кирпичные'|2|0|2|14|872|872|786|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|0|0|0|0|
125|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|51|||34235|'ООО ЖКС №2'|||'  '|1960|'кирпичные'|5|0|4|80|3732,1|3732,1|3385,1|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
126|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|53|||34236|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1965|'кирпичные'|5|0|2|40|1772,8|1772,8|1608,8|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
127|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|57|||34237|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1963|'кирпичные'|5|0|2|40|1727,5|1727,5|1563,5|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
128|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|59|||34238|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1963|'кирпичные'|5|0|3|60|2720,2|2720,2|2477,2|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0|
129|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|6|||34239|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|2|0|8|16|963,7|963,7|859,7|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|0|0|0|
130|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|61|||34240|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1961|'кирпичные'|5|0|4|80|3672,5|3672,5|3369,5|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
131|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|63|||34241|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1962|'кирпичные'|5|0|3|60|2799,9|2799,9|2532,9|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|0|0|1|0|
132|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|67|||34242|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1962|'кирпичные'|5|0|3|60|2806|2806|2548|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
133|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|69|||34243|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1961|'кирпичные'|5|0|4|80|3737,6|3737,6|3434,6|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|1|0|
134|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|7|||34244|'ООО ЖКС №2'||'инд.'|'инд.'|1951|'кирпичные'|2|0|0|8|549|549|519|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|0|0|0|0|
135|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|8|||34245|'ООО ЖКС №2'||'инд.'|'инд.'|1950|'шлакоблочные'|2|0|8|16|931|931|847|0|'да'|'да'|'нет'|'да'|'да'|'да'|'да'|'да'|'нет'|0|1|1|0|0|0|
136|'Приморский '|'"МО МО ""Черная речка"""'|'Дибуновская ул. '|9|||34246|'ООО ЖКС №2'||'инд.'|'инд.'|1949|'кирпичные'|2|0|2|14|903,9|903,9|757|43,9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|0|0|0|
137|'Приморский '|'"МО МО ""Черная речка"""'|'Карельский пер. '|3|||34247|'ООО ЖКС №2'||'инд.'|'инд.'|1936|'кирпичные'|5|0|8|79|5369,9|5369,9|4807,9|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
138|'Приморский '|'"МО МО ""Черная речка"""'|'Коломяжский пер.'|'1/61'|||34248|'ООО ЖКС №2'||'инд.'|'инд.'|1976|'кирпичные'|8|0|1|35|2055,5|2055,5|1795,5|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|0|1|1|1|0|
139|'Приморский '|'"МО МО ""Черная речка"""'|'Коломяжский пер.'|1|||34249|'ООО ЖКС №2'||'Хрущевка'|'1-528КП'|1961|'кирпичные'|5|0|3|56|3525,8|3525,8|2870,2|382,8|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|1|1|0|0|0|
140|'Приморский '|'"МО МО ""Черная речка"""'|'Ланская ул.'|6|||34250|'ООО ЖКС №2'||'инд.'|'инд.'|1910|'кирпичные'|5|0|1|18|1297,2|1297,2|1199,2|0|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|1|0|1|0|0|0|
141|'Приморский '|'"МО МО ""Черная речка"""'|'Ланское ш. '|10|1||34251|'ООО ЖКС №2'||'Хрущевка'|'1-507'|1962|'панельные'|6|0|4|80|4508,6|4508,6|3472,9|671,7|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|1|1|1|1|0|
142|'Приморский '|'"МО МО ""Черная речка"""'|'Ланское ш. '|10|5||34252|'ООО ЖКС №2'||'Хрущевка'|'1-507'|1962|'панельные'|7|0|5|139|6712,3|6712,3|6117,9|13,4|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|5|1|0|1|1|0|
